YEAR,CASENUM,WEIGHT,A_CRAINJ,A_INTER,A_RELRD,A_INTSEC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_HR,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24
2015,201516137909,12.2215,2,2,1,1,1,4,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
2015,201516137928,219.987,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516137933,61.1075,2,2,3,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2015,201516137944,97.772,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2015,201516137962,219.987,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516137965,61.1075,2,2,4,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2015,201516137976,12.2215,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2015,201516137986,12.2215,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2015,201516137988,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516137998,97.772,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138012,219.987,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138018,61.1075,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138030,219.987,3,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138036,12.2215,2,2,1,2,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,201516138042,97.772,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2
2015,201516138055,12.2215,2,2,1,2,3,4,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1
2015,201516138060,219.987,3,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138080,219.987,3,2,1,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138089,97.772,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138094,12.2215,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,201516138102,12.2215,2,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516138104,219.987,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138124,219.987,3,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1
2015,201516138136,12.2215,2,2,1,1,1,5,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1
2015,201516138145,219.987,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138148,207.086595,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516138152,82.834638,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516138154,207.086595,3,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138160,82.834638,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138165,207.086595,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138176,12.2215,2,2,1,1,1,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138182,12.2215,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2015,201516138193,219.987,2,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138206,97.772,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138223,48.886,2,1,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138229,61.1075,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138234,219.987,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138259,219.987,3,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2015,201516138289,97.772,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138301,219.987,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138317,12.2215,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138320,12.2215,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138326,219.987,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2015,201516138340,97.772,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2015,201516138353,219.987,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138368,97.772,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2015,201516138378,219.987,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138380,12.2215,2,2,1,2,3,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516138382,12.2215,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1
2015,201516138384,61.1075,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138403,219.987,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516138406,12.2215,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138421,97.772,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516138429,219.987,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138449,219.987,3,2,1,1,1,5,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516138495,219.987,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138515,219.987,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516138526,97.772,2,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516138537,219.987,3,2,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138561,219.987,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138572,97.772,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138587,61.1075,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2015,201516138599,219.987,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138612,219.987,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138636,97.772,3,1,1,2,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138639,219.987,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138661,219.987,3,2,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138666,61.1075,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2
2015,201516138685,219.987,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516138693,12.2215,2,2,1,2,3,6,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1
2015,201516138703,57.347067,2,2,1,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138705,229.388268,3,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138711,229.388268,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138716,97.772,2,1,1,2,2,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2015,201516138720,219.987,3,2,1,1,1,5,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138730,12.2215,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138734,12.2215,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138740,219.987,3,2,1,1,1,5,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138750,12.2215,2,2,1,1,1,2,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,201516138753,61.1075,2,1,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516138768,219.987,3,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138794,97.772,3,1,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2015,201516138817,219.987,2,2,1,2,3,6,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516138826,12.2215,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138838,97.772,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516138839,219.987,3,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138865,219.987,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138875,97.772,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138876,12.2215,2,2,1,2,2,5,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1
2015,201516138887,219.987,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138908,219.987,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516138913,61.1075,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138920,97.772,2,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138929,219.987,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2
2015,201516138954,219.987,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516138960,12.2215,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2015,201516138969,12.2215,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138979,219.987,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138983,61.1075,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138988,12.2215,2,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516138990,12.2215,2,2,4,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,201516139005,219.987,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139025,12.2215,2,2,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
2015,201516139027,219.987,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139041,61.1075,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139043,219.987,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139065,219.987,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139086,97.772,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139087,219.987,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139110,219.987,3,2,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139120,97.772,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139131,12.2215,2,2,1,1,1,2,2,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516139143,219.987,3,2,1,1,1,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139147,97.772,3,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2015,201516139190,219.987,3,1,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2015,201516139197,97.772,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139199,219.987,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139200,61.1075,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2015,201516139203,61.1075,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516139211,97.772,3,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139215,12.2215,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2015,201516139225,219.987,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139235,12.2215,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2015,201516139246,97.772,2,2,4,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2015,201516139256,219.987,3,2,1,2,2,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139270,97.772,3,1,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139285,229.388268,3,2,1,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139289,229.388268,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139290,57.347067,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2
2015,201516139292,57.347067,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139293,57.347067,2,2,3,2,3,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2015,201516139294,57.347067,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2
2015,201516139300,97.772,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139303,219.987,3,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139305,12.2215,2,2,1,1,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139314,61.1075,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2015,201516139328,97.772,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139331,12.2215,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516139340,219.987,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139345,12.2215,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139357,12.2215,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139366,219.987,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139376,12.2215,2,2,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,201516139388,97.772,2,1,1,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516139389,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2015,201516139413,219.987,3,1,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2015,201516139431,61.1075,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1
2015,201516139434,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139436,97.772,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139464,12.2215,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1
2015,201516139469,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516139471,97.772,3,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139495,219.987,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139497,61.1075,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139498,97.772,3,2,1,1,1,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139520,12.2215,2,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2015,201516139521,12.2215,2,2,1,2,2,2,1,1,3,2,2,1,2,2,2,2,2,2,2,2,1,1,1
2015,201516139525,12.2215,2,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139528,219.987,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139550,219.987,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139560,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139582,219.987,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516139591,97.772,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139599,12.2215,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2015,201516139604,12.2215,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1
2015,201516139610,219.987,3,2,1,1,1,4,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1
2015,201516139616,61.1075,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139617,48.886,2,2,1,1,1,4,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2015,201516139635,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139638,97.772,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2015,201516139652,229.388268,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139657,114.694134,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139658,229.388268,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139681,219.987,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139696,97.772,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139701,12.2215,2,2,4,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2015,201516139709,219.987,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139729,97.772,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139747,219.987,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2015,201516139768,61.1075,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2015,201516139770,219.987,3,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139787,97.772,2,2,1,2,2,5,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1
2015,201516139796,219.987,3,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139805,61.1075,2,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139809,97.772,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139812,12.2215,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516139824,219.987,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139826,97.772,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139837,12.2215,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139840,12.2215,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139853,219.987,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516139856,12.2215,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1
2015,201516139865,97.772,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516139878,219.987,3,1,1,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2015,201516139880,61.1075,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2015,201516139900,219.987,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139918,12.2215,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2015,201516139920,97.772,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139928,12.2215,2,2,1,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139938,61.1075,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139950,97.772,3,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139955,219.987,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2015,201516139963,57.347067,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,201516139966,57.347067,2,2,1,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139968,229.388268,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516139988,219.987,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140000,97.772,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2
2015,201516140014,219.987,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516140025,61.1075,2,2,1,1,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516140046,12.2215,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140051,219.987,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516140053,97.772,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140083,97.772,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140088,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516140107,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2015,201516140131,219.987,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140143,97.772,3,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516140146,61.1075,2,2,1,1,1,4,1,1,3,2,2,2,2,2,2,1,1,1,1,1,2,2,1
2015,201516140159,207.086595,3,2,1,1,1,4,1,1,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516140163,82.834638,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140165,207.086595,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516140171,219.987,2,2,1,2,2,5,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516140174,219.987,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2015,201516140194,219.987,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2015,201516140220,12.2215,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140221,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2015,201516140247,97.772,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140249,219.987,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140270,12.2215,4,1,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140271,219.987,2,1,1,2,3,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140297,219.987,2,1,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2015,201516140299,97.772,3,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140303,61.1075,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,201516140313,12.2215,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2015,201516140322,219.987,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,201516140323,97.772,2,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
